1,-1.842155994087189
2,-15.009111321694418
3,-22.85772681828584
4,-54.47927986903791
5,-56.805969168214034
6,-58.4699000005857
7,-58.993976019041874
8,-56.44749085344684
9,-57.248771613959114
10,-50.888221562085924
11,-48.176564344392666
12,-51.32414800502252
13,-51.59417115360283
14,-46.49128497614454
15,-54.40171128003881
16,-56.4232849607997
17,-59.20177375560559
18,-40.708851886490486
19,-48.043095980953076
20,-58.30247083123191
21,-40.944254566234115
22,-54.197667262088494
23,-52.60327935308903
24,-45.51802069707026
25,-53.50260219463108
26,-57.01312529843619
27,59.687330504634765
28,-57.85879185364479
29,-60.24803968720576
30,-62.018792888080235
31,57.86414132254904
32,-57.32685732730641
33,-62.34004991406791
34,-59.010745162419184
35,-51.260322850697506
36,-57.989587975919335
37,-53.64622351492728
38,-58.97697955669992
39,-57.025918250055824
40,48.16955102715279
41,62.495454538935284
42,-53.205543440491425
43,-60.13840960321899
44,-53.649675223142715
45,-59.34021920037281
46,-59.8034364233753
47,-59.11093355440708
48,-54.42336443729684
49,-56.12806342878606
50,65.88511220109069
51,-57.92464118374002
52,-58.411228503595936
53,-53.753755151534534
54,-57.057576788275554
55,-53.77705321026304
56,-57.288849530556725
57,-55.764233925045616
58,-61.8999824404796
59,-59.53431110270706
60,-58.29019336726502
61,-60.68345887411272
62,-58.046529355318555
63,55.972380080786095
64,-55.8017434822719
65,-54.78834347590464
66,-54.77185766824107
67,-58.913540415154046
68,-49.42694291845891
69,-54.98254285737799
70,-42.50361084837407
71,-43.173270027551936
72,75.40090536785902
73,-45.06051356048266
74,-55.470569449645886
75,-53.54599805309827
76,60.50864038502194
77,-54.78066201092343
78,-54.348413467649614
79,-56.75836271053491
80,-56.90825036382102
81,-51.233749886304665
82,-57.65673493349161
83,-56.327205024662874
84,-59.50022320736091
85,-56.28396192345956
86,-56.510836462098204
87,-51.01807906345584
88,-52.99693862509643
89,-51.63562188897494
90,-42.23493627037562
91,-52.9004723612843
92,59.41989178963722
93,-40.31059204715725
94,-52.923065431330066
95,-57.22028017470806
96,-56.18971180668647
97,-52.951091698751476
98,-49.67933360955061
99,-47.63557122968768
100,-48.90818882827967
101,68.04970393359795
102,-46.18053159182366
103,51.578018334652704
104,-43.151305640117045
105,-48.16215981844921
106,-43.50540182113071
107,-48.947496823073074
108,-44.899475637366244
109,-49.45808681686313
110,-47.724514564036475
111,-45.27760377814048
112,-41.740589863614886
113,-44.714971274151495
114,-30.08211313770382
115,-50.95811713245619
116,-33.86027423136091
117,-40.64437524637016
118,-44.88805599596981
119,-42.33976723052412
120,74.112464846888
121,-50.46017438538088
122,-39.21658650603995
123,-45.48157245079024
124,-34.50121755000456
125,75.39364420454223
126,-33.487868674283106
127,-45.409996419569254
128,-44.42999876373827
129,-44.79687457413182
130,-29.977032260415488
131,-37.358982508843425
132,-43.660738749561084
133,-42.809641867171116
134,-38.37943188945192
135,-44.820257265620945
136,-36.34388422962869
137,-42.12039751481083
138,-40.19532688399579
139,-46.8214221577676
140,-34.71635212871506
141,-37.418342525561656
142,-44.40831589143602
143,-36.975257720056845
144,-46.03734454759489
145,-46.48389233327449
146,-36.44979159358951
147,-40.35482905915452
148,-35.48586721105112
149,76.46586690030381
150,84.4100860705747
151,-38.73933695970958
152,-40.46178264671918
153,-40.33567927784341
154,-43.445981666904075
155,-46.9518276845264
156,-45.25095514393615
157,62.16333961330189
158,62.3386877479114
159,-47.82008791485588
160,-45.44552137156578
161,-43.999728278291734
162,82.86961041434897
163,-43.36880278009736
164,-48.46446990548899
165,-43.3907317233343
166,-44.24563678224396
167,-47.448523989982895
168,-45.86571040688955
169,-50.08466085919202
170,-46.962923931977606
171,-51.131866659673015
172,-43.78164278907601
173,-46.967940080476104
174,-43.60000000000035
175,-46.58458567301274
176,-40.485260998877266
